음식점명,업종정보,서비스명
어명이요 신성점,한식,일반음식점
이차돌 대전신성점,한식,일반음식점
돈치킨 신성자운대점,치킨,일반음식점
정통돈칼,한식,일반음식점
완도머스마 본점,한식,일반음식점
남원골추어탕 신성점,한식,일반음식점
나주곰탕 자운대점,한식,일반음식점
흑염소토속마을,한식,일반음식점
섬마을 아구찜+해물찜,한식,일반음식점
황간올갱이,한식,일반음식점
대포갈비,한식,일반음식점
닭터,한식,일반음식점
피니치니,양식,일반음식점
코나71,카페·디저트,휴게음식점
피자마루 자운대점,양식,일반음식점
향미원,중식,일반음식점
김서방떡방,카페·디저트,휴게음식점
떡볶이랑김밥이랑,분식,휴게음식점
한식찬,한식,일반음식점
갈비시키면삼겹살이공짜 제주안방갈비,한식,일반음식점
마미 1인족발보쌈,한식,일반음식점
마미부뚜막 1인세상 닭갈비+두루치기,한식,일반음식점
조선존맛 족발보쌈,한식,일반음식점
국수잔치,한식,일반음식점
윤정식당,한식,일반음식점
바이킹족발 본점,한식,일반음식점
부산식당,한식,일반음식점
유성할매빈대떡,한식,일반음식점
누리식당,한식,일반음식점
반포식당,한식,일반음식점
친정엄마,한식,일반음식점
콩마당두부장수,한식,일반음식점
쥬니프루트,카페·디저트,휴게음식점
맘스민,한식,일반음식점
이비당김,한식,일반음식점
천년육개장,한식,일반음식점
천년한우,한식,일반음식점
실비회관,한식,일반음식점
까꿍이소곱창 유성점,한식,일반음식점
신온천보신탕,한식,일반음식점
어부네 본점,한식,일반음식점
어부네,한식,일반음식점
나인칼국수,한식,일반음식점
LACO,카페·디저트,휴게음식점
원조 청석골칡냉면,한식,일반음식점
페리카나 유성2점,치킨,일반음식점
세레니티,카페·디저트,휴게음식점
신할매닭발 유성점,야식,일반음식점
울보떡볶이 유성장대점,분식,휴게음식점
스위트푸드,한식,일반음식점
"본가왕뼈감자탕,쭈꾸미 장대점",한식,일반음식점
황산벌육가공 직영1호점,한식,일반음식점
여울목,한식,일반음식점
울엄마 양평해장국 유성점,한식,일반음식점
명물옹심이메밀칼국수,한식,일반음식점
투썸플레이스 대전장대점,카페·디저트,휴게음식점
시골마당,한식,일반음식점
팔공막국수만두,한식,일반음식점
752번길,한식,일반음식점
성자네식당,한식,일반음식점
전주향토음식점,한식,일반음식점
흥부네빈대떡,한식,일반음식점
시장보리밥집,한식,일반음식점
통인손만두,분식,휴게음식점
명자네전집,한식,일반음식점
청천광장,한식,일반음식점
순희네소머리국밥,한식,일반음식점
시장꼬마김밥,분식,휴게음식점
성신축산식당,한식,일반음식점
봉창이소머리국밥,한식,일반음식점
왈순식당,한식,일반음식점
윤일식당,한식,일반음식점
정현식당,한식,일반음식점
또와뼈다귀해장국,한식,일반음식점
한밭추어탕,한식,일반음식점
제일 수산,일식,일반음식점
아저씨뒷고기,한식,일반음식점
49통닭,치킨,일반음식점
원조뒷고기,한식,일반음식점
팔방미인 콩나물밥,한식,일반음식점
팔방미인콩나물,한식,일반음식점
대천수산,한식,일반음식점
신추풍령 시래기감자탕,한식,일반음식점
통나무식당,한식,일반음식점
다락방식당,한식,일반음식점
브래드앤커피 프렌즈,카페·디저트,휴게음식점
장한수제만두찐빵,분식,휴게음식점
생선먹는 고양이 유성점,한식,일반음식점
김삿갓찜닭,한식,일반음식점
돈갓 수제돈까스 유성점,일식,일반음식점
1970신포할배쫄면,분식,휴게음식점
찜질방떡볶이 로제+국물 대전유성점,분식,휴게음식점
팔백국밥,한식,일반음식점
덮밥슈퍼,한식,일반음식점
김밥나라 장대점,분식,휴게음식점
원조촌돼지찌개,한식,일반음식점
장원족발,한식,일반음식점
쪼맥스토리 조개구이,한식,일반음식점
허니탱크,양식,일반음식점
허니마켓,카페·디저트,휴게음식점
왔다짬뽕,중식,일반음식점
1987양반댁,카페·디저트,휴게음식점
티바두마리치킨 유성점,치킨,일반음식점
유성해신탕,한식,일반음식점
고향손칼국수,한식,일반음식점
길족발보쌈,한식,일반음식점
장대동뒷고기육전가,한식,일반음식점
신촌맥주가게,한식,일반음식점
오늘유성뒷고기,한식,일반음식점
J낙지아구,한식,일반음식점
만수불고기,한식,일반음식점
유성꼼장어와장어,한식,일반음식점
청춘삼겹살,한식,일반음식점
마시기통차,한식,일반음식점
24시 띵호와,중식,일반음식점
24시 하오치,중식,일반음식점
하오치띵호와,중식,일반음식점
"나는,송어",일식,일반음식점
장충동 할머니왕족발보쌈,한식,일반음식점
전주소머리국밥,한식,일반음식점
"시장통 직화닭발,통닭",한식,일반음식점
육회아리랑,한식,일반음식점
시장통 떡볶이,분식,휴게음식점
금강 오모가리,한식,일반음식점
세꼬시와오징어,한식,일반음식점
노박네황족,한식,일반음식점
치요남치킨 유성점,치킨,일반음식점
석봉이네 가래떡볶이 유성점,분식,휴게음식점
팔도청국장+갓솥 유성점,한식,일반음식점
팔도청국장 유성점,한식,일반음식점
정가네,한식,일반음식점
팔도갓솥 유성점,한식,일반음식점
정가네원조김밥,분식,휴게음식점
장대아구,한식,일반음식점
청주식당,한식,일반음식점
신윤정순대,한식,일반음식점
지코바치킨 장대점,치킨,일반음식점
명성식당,한식,일반음식점
골라먹는덮밥 도시락 유성점,한식,일반음식점
피자프라텔로 유성점,양식,일반음식점
짬뽕대가 대명반점,중식,일반음식점
송학식당,한식,일반음식점
바질리코레스토랑,양식,일반음식점
비비큐 대전장대점,치킨,일반음식점
공명,카페·디저트,휴게음식점
해프닝,양식,일반음식점
학사마을식당,한식,일반음식점
충성치킨,치킨,일반음식점
충성피자,양식,일반음식점
충성치킨 유성1중대,치킨,일반음식점
돌판위에저팔계,한식,일반음식점
김봉준 평양만두 샤브,한식,일반음식점
분식문방구 유성점,분식,휴게음식점
대패장사 장대점,한식,일반음식점
오늘의밥상,한식,일반음식점
평양치킨 유성점,치킨,일반음식점
범스케밥 유성본점,패스트푸드,일반음식점
범스케밥앤커피,양식,일반음식점
홍게양대게군유성점,일식,일반음식점
시골손두부의하루,한식,일반음식점
창억떡 장대점,카페·디저트,휴게음식점
본죽 대전유성장대동점,한식,일반음식점
샌드위치도시락좋은케이터링,양식,일반음식점
GD퓨전탕수육 유성점,중식,일반음식점
처갓집양념치킨 장대점,치킨,일반음식점
마음을 담은 죽,한식,일반음식점
8첩반상 유성점,한식,일반음식점
플레인베이글,카페·디저트,휴게음식점
친스쿠킹,양식,일반음식점
도레미불닭,야식,일반음식점
엄마의손맛집,한식,일반음식점
속풀이해장국,한식,일반음식점
전통뜨끈이순대국,한식,일반음식점
못난이꽈배기 장대동,패스트푸드,일반음식점
뚜레쥬르 대전장대점,카페·디저트,휴게음식점
파리바게뜨 유성장대점,카페·디저트,휴게음식점
달토끼의 떡볶이 흡입구역 충남대점,분식,휴게음식점
피자마루 유성온천점,양식,일반음식점
김밥나라 장대점,분식,휴게음식점
이삭토스트 대전장대점,패스트푸드,일반음식점
한솥도시락 대전장대점,한식,일반음식점
피자헛 대전유성점,양식,일반음식점
큰맘할매순대국 대전장대점,한식,일반음식점
고레카레 유성점,일식,일반음식점
피자는치즈빨 유성점,양식,일반음식점
투다리 장대점,야식,일반음식점
장대동 양념치킨,치킨,일반음식점
꼬치구이스토리,야식,일반음식점
전통떡볶이 염통나라,분식,휴게음식점
궁중식당,한식,일반음식점
맛나해물칼국수,한식,일반음식점
가마솥궁중식당,한식,일반음식점
가마치통닭대전장대점,치킨,일반음식점
하나스시,일식,일반음식점
소담족발 유성점,한식,일반음식점
지정환피자 유성점,양식,일반음식점
아우디,한식,일반음식점
마시내탕수육+짜장,중식,일반음식점
떡삥,분식,휴게음식점
마시내탕수육 본점,중식,일반음식점
메비마카롱 본점,카페·디저트,휴게음식점
메비 마카롱,카페·디저트,휴게음식점
카페플랜,카페·디저트,휴게음식점
카페리에또,카페·디저트,휴게음식점
미미왕십리야채불곱창,야식,일반음식점
미미왕십리야채불곱창 장대점,한식,일반음식점
솥뚜껑뒷고기,한식,일반음식점
백년손님,한식,일반음식점
산골 흑염소 농장직영,한식,일반음식점
영칼로리 쌀국수 유성점,아시안,일반음식점
욜로상회,야식,일반음식점
설레임을 전하다 떡볶이익스프레스,분식,휴게음식점
요기닭마미묵은지찜,한식,일반음식점
전국3대 얼큰사골 샤브샤브,아시안,일반음식점
98도씨 국밥 대전유성점,한식,일반음식점
1인용 푸짐한 전골+왕밥,한식,일반음식점
사계 육전냉면,한식,일반음식점
왕창덮밥+왕창국밥 대전유성점,한식,일반음식점
마미묵은지찜,한식,일반음식점
화니푸드,한식,일반음식점
외양간한우갈비,한식,일반음식점
해오름 생돈까스 유성점,일식,일반음식점
돈내려온다혼밥시대,양식,일반음식점
해오름 한식 본점,한식,일반음식점
유성골 닭볶음탕 본점,한식,일반음식점
햄스키친,양식,일반음식점
THE더맛있는과일+1L커피 대전충남대점,카페·디저트,휴게음식점
행복꽈배기,분식,휴게음식점
픽피그 허브삼겹 유성점,한식,일반음식점
떡군이네떡볶이 대전유성점,분식,휴게음식점
명품 껍데기,야식,일반음식점
박군치킨,치킨,일반음식점
닥엔돈스 장대점,치킨,일반음식점
고려한방삼계탕,한식,일반음식점
타코머코,양식,일반음식점
용빠주방,양식,일반음식점
동동도시락 유성점,한식,일반음식점
카페동동 유성점,카페·디저트,휴게음식점
청해수산,일식,일반음식점
네오훈제치킨대전유성점,치킨,일반음식점
네오피자 유성점,양식,일반음식점
남해수산,한식,일반음식점
일인용 치킨 유성점,치킨,일반음식점
감성키친 도시락 유성점,한식,일반음식점
감성키친 유성점,일식,일반음식점
참치향,한식,일반음식점
1993 청년치킨,치킨,일반음식점
뭔닭인지알지 유성점,치킨,일반음식점
청년치킨,치킨,일반음식점
부산뒷고기,한식,일반음식점
진갈비,한식,일반음식점
팔땅,야식,일반음식점
셈프레,카페·디저트,휴게음식점
어화,일식,일반음식점
부뚜막김치찜 유성점,한식,일반음식점
분식쌀롱 유성점,분식,휴게음식점
두툼돈까스 유성점,일식,일반음식점
육회본가 유성점,일식,일반음식점
치킨인류 유성점,치킨,일반음식점
신날개 유성점,야식,일반음식점
삼미돈 본점,한식,일반음식점
족불장군,한식,일반음식점
통큰두마리찜닭 대전장대점,한식,일반음식점
아이캔커피,카페·디저트,휴게음식점
눈꽃빙수전문점 달빙 유성점,카페·디저트,휴게음식점
ICG몬스터버거 대전유성점,패스트푸드,일반음식점
Mr.가미나리(유성점),일식,일반음식점
정숙이 김치찜,한식,일반음식점
가미나리라멘 장대점,일식,일반음식점
장대 커피,카페·디저트,휴게음식점
보양식 흑염소가,한식,일반음식점
대전보양식 흑염소가,한식,일반음식점
리코타 브런치+카페,카페·디저트,휴게음식점
감나무골,한식,일반음식점
반올림피자샵 유성점,양식,일반음식점
매콤쭈쌤,한식,일반음식점
야인시대,한식,일반음식점
원조다슬기탕전문점,한식,일반음식점
피자런 유성점,양식,일반음식점
최부자집,한식,일반음식점
떡볶이 행복한 나라로 비행중,분식,휴게음식점
닭갈비클라쓰 유성구점,한식,일반음식점
필드키친 유성구점,한식,일반음식점
통불오돌뼈 유성점,한식,일반음식점
통불떡볶이 유성점,분식,휴게음식점
통불옛날치킨 유성점,치킨,일반음식점
통불밥도둑 유성점,한식,일반음식점
통불닭발 유성점,한식,일반음식점
오복곱창,야식,일반음식점
제주알찜,한식,일반음식점
대패불패 도시락 장대점,한식,일반음식점
대패불패 장대3호점,한식,일반음식점
황금어장,한식,일반음식점
오븐in파스타 유성점,패스트푸드,일반음식점
브로 오븐구이치킨,치킨,일반음식점
배달우삼겹 우된장 유성점,한식,일반음식점
업텐브로피자 유성점,양식,일반음식점
브로피자,양식,일반음식점
우된장 대전유성점,한식,일반음식점
이차전,한식,일반음식점
홍카츠 + 숯불부타동 유성점,일식,일반음식점
얼큰한칼국수,한식,일반음식점
언양석쇠불고기+제육정식,한식,일반음식점
두리네밥도둑,야식,일반음식점
국가대표 태능갈비찜+안동닭도리탕,한식,일반음식점
송탄오공손 부대찌개+김치찌개,한식,일반음식점
송탄오공손 부대찌개,한식,일반음식점
두리네밥도둑,한식,일반음식점
유성한스푼 유성점,카페·디저트,휴게음식점
행복한 찜닭 대전본점,한식,일반음식점
유성 매코미불날개,한식,일반음식점
매코미,야식,일반음식점
칭다오양갈비,아시안,일반음식점
무주어탕 국수와 손수제비,한식,일반음식점
큰언니네식당,한식,일반음식점
묵은지갈비김치,한식,일반음식점
필봉산흑돼지돌구이,한식,일반음식점
구이대가집 본점,한식,일반음식점
깻잎두마리치킨 유성점,치킨,일반음식점
one+two깻잎두마리치킨 충남대점,치킨,일반음식점
가마솥의누룽지,한식,일반음식점
슈가스팟,카페·디저트,휴게음식점
고릴라 야시장,야식,일반음식점
여울목,한식,일반음식점
게다 유성점,야식,일반음식점
라온,카페·디저트,휴게음식점
팔색가츠 대전유성점,일식,일반음식점
죠스해물포차,일식,일반음식점
타코이찌 타코야끼전문점,패스트푸드,일반음식점
죠S해물포차,일식,일반음식점
해바라기 식당,한식,일반음식점
코리아닭발 대전유성점,야식,일반음식점
해바라기 포차,한식,일반음식점
1일 1떡 장대점,분식,휴게음식점
코리아닭발,한식,일반음식점
장대마루,한식,일반음식점
고구마식당,한식,일반음식점
제육대장 장대점,한식,일반음식점
"아가미,활어,일식,초밥",일식,일반음식점
오순살,치킨,일반음식점
왔따쪽갈비,야식,일반음식점
치밥의 달인,한식,일반음식점
설악 회 냉면 장대점,한식,일반음식점
달팽이,한식,일반음식점
털보숯불 유성본점,한식,일반음식점
오징어천국 유성점,일식,일반음식점
꾸이꾸이,한식,일반음식점
입안가득 몽이 왕김밥+옛날 떡볶이,분식,휴게음식점
몽이의주방,한식,일반음식점
빅도어하우스,한식,일반음식점
어화곱창+육사시미,한식,일반음식점
어화곱창,한식,일반음식점
청년도시락,한식,일반음식점
고기잔뜩 짜글이찌개+부대찌개,한식,일반음식점
케이푸드,한식,일반음식점
라임키친,양식,일반음식점
우리메밀촌,한식,일반음식점
향미락전통전골,한식,일반음식점
별꽃,양식,일반음식점
Joie,양식,일반음식점
오리사냥,한식,일반음식점
휘 대전유성점,한식,일반음식점
몽마르뜨언덕,한식,일반음식점
옛곰국시,한식,일반음식점
콩두부요리전문점 가원,한식,일반음식점
가원,한식,일반음식점
더키친챠오,양식,일반음식점
더라라,양식,일반음식점
챠오,양식,일반음식점
기품,카페·디저트,휴게음식점
차앤쿡,한식,일반음식점
오감만족 전민점,한식,일반음식점
호래양꼬치,중식,일반음식점
투썸플레이스 대전전민점,카페·디저트,휴게음식점
트레비레스토랑,양식,일반음식점
완도머스마,한식,일반음식점
데일리스트릿,카페·디저트,휴게음식점
정일품 설렁탕,한식,일반음식점
프랭크버거 전민점,패스트푸드,일반음식점
고기주는 전민왕냉면,한식,일반음식점
울엄마 양평해장국 전민점,한식,일반음식점
커피포터,카페·디저트,휴게음식점
어부와해녀,일식,일반음식점
착한막창,야식,일반음식점
굽네치킨+피자 대전전민점,양식,일반음식점
옛날왕떡볶이+염통,분식,휴게음식점
황금떡볶이,분식,휴게음식점
빽다방 대전전민중앙점,카페·디저트,휴게음식점
써브웨이 대전전민점,패스트푸드,일반음식점
공차 대전전민점,카페·디저트,휴게음식점
슬로우브레드,카페·디저트,휴게음식점
고봉민김밥人 전민점,분식,휴게음식점
맘스터치 대전전민점,패스트푸드,일반음식점
북경,중식,일반음식점
라멘히로시,일식,일반음식점
닭발1번지 전민점,야식,일반음식점
숯불꼼장어닭발,야식,일반음식점
불타는숯불꼼장어아나고 전민점,한식,일반음식점
스시안,일식,일반음식점
소달구지식당,한식,일반음식점
texas바베큐심스스모크하우스,양식,일반음식점
심스 스모크하우스,양식,일반음식점
보이는족족,한식,일반음식점
본갈비 전민점,한식,일반음식점
본갈비,한식,일반음식점
할리스 대전전민점,카페·디저트,휴게음식점
도담정육식당,한식,일반음식점
푸라닭 대전전민점,치킨,일반음식점
투다리 전민점,야식,일반음식점
게다-전민점,일식,일반음식점
곱창들의 수다,야식,일반음식점
양많이 주는 육회,야식,일반음식점
한식요리주점묘미,한식,일반음식점
구일대패 직영점,한식,일반음식점
136함박 전민점,일식,일반음식점
본죽 대전전민동점,한식,일반음식점
장용석의 마구로동+참치덮밥 전민점,일식,일반음식점
사꾸라 전민점,일식,일반음식점
여보킴,양식,일반음식점
다솜식당,한식,일반음식점
공주칼국수,한식,일반음식점
백프로스시베이 전민점,일식,일반음식점
아임일리터 대전전민점,카페·디저트,휴게음식점
피자마루 대전전민점,양식,일반음식점
파리바게뜨 대전전민점,카페·디저트,휴게음식점
롯데리아 대전전민점,패스트푸드,일반음식점
에스더의 리얼베이킹,카페·디저트,휴게음식점
파파존스 대전엑스포점,양식,일반음식점
던킨 대전전민점,카페·디저트,휴게음식점
홍루이젠 대덕연구단지전민점,패스트푸드,일반음식점
네네치킨 전민점,치킨,일반음식점
홍룡수제만두 전민점,분식,휴게음식점
꿈꾸는돈우 전민점,한식,일반음식점
우정도야지촌,한식,일반음식점
BBQ 대전전민점,치킨,일반음식점
5오팔8식당,한식,일반음식점
열두광주리 떡,카페·디저트,휴게음식점
홍익꼬마김밥,분식,휴게음식점
황금돼지,한식,일반음식점
정동진왕족발,한식,일반음식점
다래정,한식,일반음식점
고마루감자탕,한식,일반음식점
노랑통닭 전민점,치킨,일반음식점
60계치킨 대전 전민점,치킨,일반음식점
페리카나 전민점,치킨,일반음식점
명관 미니족발,한식,일반음식점
명관 감자탕,한식,일반음식점
불타는조개돌아온돼지 본점,한식,일반음식점
이디야커피 대전전민동점,카페·디저트,휴게음식점
서민대패,한식,일반음식점
전민동낙지,한식,일반음식점
범스샌드공방,양식,일반음식점
김씨골목집 구 청산 숯불갈비,한식,일반음식점
김씨골목집,한식,일반음식점
한방삼계탕,한식,일반음식점
미램,양식,일반음식점
이가네 아구생태 전문점,한식,일반음식점
역전 할머니 맥주 전민점,야식,일반음식점
정닭발,야식,일반음식점
5.5닭갈비,한식,일반음식점
두판닭갈비 치킨서비스 전민점,한식,일반음식점
만초,일식,일반음식점
만초 전민점,양식,일반음식점
스마일찹쌀꽈배기,한식,일반음식점
대감막창곱창,한식,일반음식점
카페보카보카,카페·디저트,휴게음식점
착한감자탕 전민점,한식,일반음식점
거시기철판순대,한식,일반음식점
우촌면옥,한식,일반음식점
속초세꼬시,일식,일반음식점
오가네 대구왕뽈떼기,한식,일반음식점
신탄진황금족발,한식,일반음식점
전민한우,한식,일반음식점
온본가,한식,일반음식점
노은댁갈비김치찌개전문점,한식,일반음식점
심야,일식,일반음식점
송가육회 유성점,일식,일반음식점
풍운양꼬치 대전본점,중식,일반음식점
장수촌,한식,일반음식점
장수촌식당,한식,일반음식점
기다릴게,분식,휴게음식점
엄마김밥,한식,일반음식점
지코바치킨 전민점,치킨,일반음식점
돈샐 전민점,일식,일반음식점
탑브릭스,카페·디저트,휴게음식점
화목한우리집,분식,휴게음식점
맘스맘스,한식,일반음식점
푸른식당,한식,일반음식점
처갓집양념치킨 전민점,치킨,일반음식점
이은상의 화신불짬뽕,중식,일반음식점
우직한서가네한우,한식,일반음식점
마녀떡볶이 ,분식,휴게음식점
도시락49,한식,일반음식점
커피라운지 전민점,카페·디저트,휴게음식점
덮덮밥 대전전민점,한식,일반음식점
삼첩분식 대전전민점,분식,휴게음식점
제주진고기국수멸치국수 전민점,한식,일반음식점
플레이스요,카페·디저트,휴게음식점
고고짬뽕,중식,일반음식점
응급실국물떡볶이(대전전민점),분식,휴게음식점
선비꼬마김밥,분식,휴게음식점
알근이떡볶이,분식,휴게음식점
함지박,한식,일반음식점
떡군이네떡볶이 전민관평점,분식,휴게음식점
토담집,한식,일반음식점
봉시막국수+칼국수,한식,일반음식점
봉시보쌈+칼국수,한식,일반음식점
대전곱이곱다,한식,일반음식점
한우곰탕,한식,일반음식점
충만치킨 전민점,치킨,일반음식점
춘천집 닭갈비 전민점,한식,일반음식점
수제왕돈까스,일식,일반음식점
신송림 중화요리,중식,일반음식점
송림,중식,일반음식점
연잎애,한식,일반음식점
지정환피자 전민점,양식,일반음식점
지정환피자 도룡점,양식,일반음식점
지정환임실피자,양식,일반음식점
와요레스토랑,한식,일반음식점
진담떡볶이 전민점,분식,휴게음식점
윙스버거 유성점,패스트푸드,일반음식점
김치랑부대랑,한식,일반음식점
일품짬뽕,중식,일반음식점
크리미스윗,카페·디저트,휴게음식점
르큐피동,양식,일반음식점
해돋이,일식,일반음식점
해돋이회집,한식,일반음식점
추억82 전민점,분식,휴게음식점
명궁,중식,일반음식점
엄마손김밥,분식,휴게음식점
미뇽플러스,양식,일반음식점
숯불 고추장불고기전문점 전미원,한식,일반음식점
전미원,한식,일반음식점
땅스부대찌개 대전전민점,한식,일반음식점
왕구들장돌구이,한식,일반음식점
플레이버거,패스트푸드,일반음식점
아리고개식당,한식,일반음식점
카페B307308,양식,일반음식점
리본커피,카페·디저트,휴게음식점
하루하나,카페·디저트,휴게음식점
플레이스38 커피 전민점,카페·디저트,휴게음식점
황제해신탕,한식,일반음식점
아워스우스,카페·디저트,휴게음식점
파스타에이치,양식,일반음식점
덮밥90도씨,한식,일반음식점
닐리피자+파스타 since1998 대전전민점,양식,일반음식점
닐리파스타+피자 since1998 대전전민점,양식,일반음식점
소정다이닝,양식,일반음식점
모리스커피 전민점,카페·디저트,휴게음식점
밥을짓다,한식,일반음식점
해먹식당,한식,일반음식점
신동양대반점,중식,일반음식점
카페랑희,카페·디저트,휴게음식점
전민동작은커피,카페·디저트,휴게음식점
커피커피,카페·디저트,휴게음식점
해원횟집,일식,일반음식점
꼬꼬친구닭강정,치킨,일반음식점
명랑핫도그 대전전민점,분식,휴게음식점
꼬꼬친구,치킨,일반음식점
정우식당,한식,일반음식점
자연산횟집,한식,일반음식점
이서방치킨,치킨,일반음식점
가마치통닭 전민점,치킨,일반음식점
맛깔참죽 전민점,한식,일반음식점
유튜나 - 당신의 참치,일식,일반음식점
끓일래볶을래 전민점,한식,일반음식점
박군치킨 대전전민점,치킨,일반음식점
맛뜨네집,분식,휴게음식점
유튜나,일식,일반음식점
예가한식 전민점,한식,일반음식점
백리향,중식,일반음식점
다래김밥,한식,일반음식점
맛뜨락,한식,일반음식점
김밥이야기,분식,휴게음식점
예가,한식,일반음식점
그린샐러드바,한식,일반음식점
꾸러기스넥 엑스포코아점,한식,일반음식점
아리랑만두,분식,휴게음식점
엄마묵집,한식,일반음식점
오복손칼국수,한식,일반음식점
등나무집,한식,일반음식점
돈부리강,일식,일반음식점
국수사랑,한식,일반음식점
자매순대식당,한식,일반음식점
티샵,카페·디저트,휴게음식점
즉석손만두,한식,일반음식점
코아손칼국수,한식,일반음식점
종가집,한식,일반음식점
엑스포코아김밥,분식,휴게음식점
정아네,한식,일반음식점
코아떡갈비 엑스포코아점,한식,일반음식점
후지우동,일식,일반음식점
동해회관동해막국수,한식,일반음식점
79대포대전유성전민점,야식,일반음식점
엄마손 김밥,분식,휴게음식점
꽃마름 노은점,아시안,일반음식점
헤이듀,카페·디저트,휴게음식점
헤이 듀,카페·디저트,휴게음식점
미올린,한식,일반음식점
피제리아614,양식,일반음식점
겐지,일식,일반음식점
올리브가든 본점,카페·디저트,휴게음식점
바티카,양식,일반음식점
고향흑염소마을,한식,일반음식점
명태마을 죽동점,한식,일반음식점
명태마을 죽동본점,한식,일반음식점
르몽탁,양식,일반음식점
피터팻팅카페,카페·디저트,휴게음식점
리엔차이,중식,일반음식점
행복한 곰탕,한식,일반음식점
챗머치,양식,일반음식점
정사부샤브앤칼국수,한식,일반음식점
남해생아구,한식,일반음식점
미미낙락,양식,일반음식점
전주 현대옥,한식,일반음식점
현대옥 대전죽동점,한식,일반음식점
동동칼국수죽동점,한식,일반음식점
블랙꼬끄 죽동점,치킨,일반음식점
배스킨라빈스 대전죽동점,카페·디저트,휴게음식점
카페 로뎀,카페·디저트,휴게음식점
커피향이 좋은날,카페·디저트,휴게음식점
히컵 HEECUP,카페·디저트,휴게음식점
구마적김밥+돈까스,분식,휴게음식점
구마적김밥,한식,일반음식점
두마리토끼,한식,일반음식점
커피만드는예쁜누나,카페·디저트,휴게음식점
대구생막창,한식,일반음식점
키우키우,양식,일반음식점
자담치킨 대전죽동점,치킨,일반음식점
선비꼬마김밥 죽동점,분식,휴게음식점
파리바게뜨 대전죽동점,카페·디저트,휴게음식점
고봉민김밥인 죽동점,분식,휴게음식점
피자마루 죽동점,양식,일반음식점
구쁘다 종합분식,분식,휴게음식점
구쁘다,분식,휴게음식점
오늘쉐프대전죽동점,한식,일반음식점
1989역전꼬마김밥 죽동점,분식,휴게음식점
요리조리찬,한식,일반음식점
반찬전문점 요리조리찬,한식,일반음식점
가마치통닭 죽동점,치킨,일반음식점
맘스터치 죽동점,패스트푸드,일반음식점
애플꼬마김밥 죽동점,분식,휴게음식점
효모로만든찬 죽동점,한식,일반음식점
국수나무 죽동점,분식,휴게음식점
이삭토스트 대전죽동점,패스트푸드,일반음식점
승참치 지중해참다랑어 전문점 죽동지점,일식,일반음식점
무모한초밥 죽동점,일식,일반음식점
피슈마라홍탕 충남대점,중식,일반음식점
더리터 충남대서문점,카페·디저트,휴게음식점
본죽 대전죽동점,한식,일반음식점
명륜진사갈비 대전죽동점,한식,일반음식점
더몰트하우스,양식,일반음식점
물회지존,일식,일반음식점
크랩 도매센터,일식,일반음식점
아임새우,일식,일반음식점
새벽회 죽동점,일식,일반음식점
훈토 커피 로스터스 죽동점,카페·디저트,휴게음식점
파스쿠찌 죽동점,카페·디저트,휴게음식점
밥하기싫은날 후루룩손칼국수 죽동점,한식,일반음식점
오슬로의 시간,양식,일반음식점
카페713,양식,일반음식점
유쾌한 연어,야식,일반음식점
어른들의 사춘기,일식,일반음식점
돈마호크,야식,일반음식점
떡장군 유성점,분식,휴게음식점
소곱창전문점 곱창폭식 유성점,야식,일반음식점
찐곱도리탕 대전죽동점,한식,일반음식점
불밤 매운오징어+국물닭발 유성점,야식,일반음식점
다미일식,일식,일반음식점
죽동스시,일식,일반음식점
교반 충남대점,한식,일반음식점
교반 육회비빔밥 충남대점,한식,일반음식점
라까사,양식,일반음식점
바푸리포 베트남쌀국수 죽동점,아시안,일반음식점
김가네김밥 죽동점,분식,휴게음식점
롯데리아 대전죽동점,패스트푸드,일반음식점
지오커피,카페·디저트,휴게음식점
스테이크존+파스타 대전유성점,한식,일반음식점
스테이크존+핫도그 대전유성점,패스트푸드,일반음식점
비에뜨반미 대전유성점,패스트푸드,일반음식점
인생대박꽃갈비찜 대전유성점,한식,일반음식점
순수덮밥 유성점,한식,일반음식점
텐미안심탕수육 대전유성점,중식,일반음식점
초밥하는 분식집,분식,휴게음식점
유부남 유부초밥전문점,분식,휴게음식점
돈돈,일식,일반음식점
이상돈돈까스,일식,일반음식점
다복수육국밥 죽동점,한식,일반음식점
더두루채+통돼지 두루치기,한식,일반음식점
카페 스윗투스,카페·디저트,휴게음식점
홍콩반점0410 PLUS 대전죽동점,중식,일반음식점
홍콩반점0410 대전죽동점,중식,일반음식점
멕시카나 대전죽동점,치킨,일반음식점
도우모 딜리버리,일식,일반음식점
신쭈꾸황 죽동점,한식,일반음식점
오한순손수제비,한식,일반음식점
BHC 대전죽동점,치킨,일반음식점
엉클부대찌개,한식,일반음식점
늘솜보쌈정식,한식,일반음식점
늘솜족발보쌈,한식,일반음식점
가양막창,야식,일반음식점
1학년 5반 만찬,한식,일반음식점
1학년 5반,야식,일반음식점
라쿠엔,카페·디저트,휴게음식점
숨 일식,일식,일반음식점
푸라닭 죽동점,치킨,일반음식점
토시살롱,한식,일반음식점
이레커피,카페·디저트,휴게음식점
아자스,아시안,일반음식점
참치와친구들 죽동점,일식,일반음식점
미미치즈닭갈비전문점,한식,일반음식점
신전떡볶이 충남대점,분식,휴게음식점
신전떡볶이 충남대(죽동)점,분식,휴게음식점
기승전돈,한식,일반음식점
죽동주먹구이,한식,일반음식점
